Comment	Sentiment	Score
불당 전과 거짓말 달인 특허품 적폐 청산	0	-1
대장동 몸통 거짓 유세	0	-1
노을 자연 안달 동안 전과자	0	-1
공정 평등 직권 남용 도둑 일관	0	-2
성남시장 문제 불법	0	-1
김건희 주머니 고통 지옥	0	-2
승리	0	-1
감사	1	1
옵티모스 라임 화천대유 관여 인물 관계 이익 구조 수사 무마	1	1
광주 이용만 말라 비난	0	-1
얘기 조선족 혐오 조선족 영어	0	-1
소름	0	-1
전교조 북한 사상 할아버지 교육 가족 소외	0	-1
대장동 민관 합동 개발 추진 경위 추진 성남 대장동 개발 사업 이대엽 시장 신영수 의원 주동 공공 개발 추진 포기 다음 민간 개발 추진 이대엽 시장 뇌물 수수 혐의 구속 바람 성남시장 시장 공공 개발 추진 이명박 남경필 경기 도지사 성남시의회 의장 최윤 의장 총력 민간 개발 압박 시장 추진 공공 개발 시장 사업 시행 공공 개발 민간 개발 사업 타협안 결정 민관 합동 개발 사업	0	-2
재앙 깡패 고압 태도	0	-1
최고	1	1
원전 머저리	0	-1
거짓말 뒤통수 보수 찢재명 전과 소시오패스 화천 대유 몸통 학교	0	-1
유승민 감사	1	1
경숙 중빠라지 바지 쫒겨 기대	1	1
거짓말 통합	0	-1
신동욱 감사	1	1
선관위 모조리교채 민주주의 훼손 감방	0	-1
감기 부정	0	-2
거짓말 지옥	0	-2
진보 보수 기본 실수 홍준표	0	-1
걱정 부패 자본 세력 결탁 부태 거짓 언론	0	-2
마스크 거짓말 유세장	0	-1
사랑 아들 전과	1	1
수치 악질 토사 집단 골통 아너 취급 파리 취급 골통 취급 자리 부족 행세 골통 노예 심부름 노비 나머지 토사 팽이 기장 직행 중생 파리 취급 수치 악질 심술 토사 집단 골통 잘못 골통 탐욕 욕심 사리 탐욕 악질 악질 심술 토사 집단 소리 토사 눈알 악질 골통 공약 정책 기호 허경영 공동체 평등 균일 악질 악인 최악 발악 기호 허경영 세계 최초 청화 도둑 육각수 초전 박살 통장 평생 결혼 출산 아비 공약 가지 보상 혜택	0	-6
스타일 천박 저질 본색 얼굴 감옥	0	-2
적반하장 유분수 억지 실망 어이 태도	0	-2
범죄 범죄자 집단	0	-2
승리	0	-1
독사	0	-1
눈치 거짓말	0	-1
거짓말 달인 감방 준비	0	-1
병사 전쟁 객기 욕심	0	-1
유능 사기 죄명 거짓	0	-1
난국 실수 실수	0	-2
발작 수준 네가티브	0	-1
거짓말 거짓말 기생충 도둑놈 후계자	0	-2
부정 얘기 보도 국기 사건	0	-1
악마 대결 대결 승리 권선징악 개시	0	-2
전과 안목	1	1
두부 감동 응원	1	1
발정 여기저기 난리 꼴불견	0	-1
공화당 후예 범죄 조직	0	-1
호감 언론 프레임 유능 권규대 변호사	1	1
데이트 폭력 일가족 잔인 조카 정신병 주장 이죄명 인지	0	-2
지지자 부정 우려 사전 당사자 사전 난리 이해	0	-1
밥그릇 비방	0	-1
사랑 조선 일보	1	1
거짓 언론	0	-1
최고 죄명 아웃	1	1
부정 불법	0	-2
전쟁 다수 이유 상태 전쟁 명분 가짜 이유 진짜 이유	0	-1
거짓말 거짓말	0	-2
정치인 생명 대장동 개발 비리 비리김혜경 소고기 초밥 범죄 카드 양파 범죄	0	-2
감사 수사 핑계 초밥 샌드위치 인분 감사 수사 김혜경 회피 옆집 문제 의혹 선대위 경기 주택 도시 공사 사장 측근 이허 상관 기숙사 지시 이헌욱	1	2
전화 마비 윤빠 문자 폭탄 문자	0	-1
농민 가격 권한 단지 업자 저장 급조 폭락 나라애 폐기 부축 유통업자 이때 창고 물량 부족 내년 반복 쟁겨서 냉장 보관 관례 행사	0	-1
네거티브 최악	0	-1
부정	0	-1
거짓말	0	-1
도둑 녀언놈 불법	0	-2
신동욱엥커 최고	1	1
김동연 정신 가치	1	1
가난 해방	0	-1
거짓	0	-1
이준석 대표 대표 합당 승리	0	-1
거짓	0	-1
사전 투표함 관리 개표 패배 동시	0	-1
신경숙 후손 후회	0	-1
검찰 문제 발표 다행 검찰 부인 흑색선전 이제 부정 방법 관건 살쾡이 부정	0	-2
정상	1	1
보복 적폐 청산 검찰 장악 검찰 개혁 증거 인멸 증거보존 진실 민주 방식	1	1
김수미 누님 구리 한마디 거짓말 자동 리시파	0	-1
거짓 뉴스 극우 윤서 뉴스 나중 조중동 퇴출 걱정	0	-2
신뢰 앵커 공정 방송 방송사	1	1
조선 민주노동당 부정 걱정 김정은 꼬봉 시진핑 똘마니	0	-2
그동안 택지 개발 사업 이익 토건 세력	1	1
안건 장래 결렬 실망 행동 복통	0	-1
감사	1	1
부정 지난번 부정 배춧잎 투표용지 일장기 투표용지 사용 투표용지 통째 사법부 개입 부정 확보	0	-3
큰소리 도움 요청 하소연	1	1
개뻥 질문 내용 집중 거짓말 이심	0	-1
이낙연 범죄자	0	-1
우상호 막판 상승세	1	1
뉴스 대장동 관계자 목숨 김문기 아들 오열 영상 오마이뉴스 실시간 유세 현장 중학 인터뷰 중학 전과 찢재 김부선 회견 김부선 욕설 증언 권력 잔인 사용 보복 촛불 혁명 주역 들불 공포 독재 권력 촛불 민심 심판	0	-2
누규 승리	0	-1
시판 축하	1	1
범죄자 감방	0	-1
거짓 공역 송영길	0	-1
예전 지지자 부탁 갈망 실망 보수	0	-1
실망	0	-1
젊은이 일자리 중년 편안	1	1
선우 픽션 팩트 구별 조카 사과 가슴 납득 사건 반면 사랑 조폭 마피아 만약 사실 조카 가족 명분	1	1
거짖말 거짖 확인 도리	1	1
부정	0	-1
도둑 완벽 도둑	0	-2
욕심	0	-1
여론 조사 질문 조사 대상 자동 쇼츠 선관위	1	1
국가 정상 기대	1	2
불안	0	-1
호남 인기	1	1
정상인 할라 정상 찌라시 조중동 세뇌	1	2
특검 반대 범인	0	-1
승리	0	-1
거짓말	0	-1
예의	1	1
방송 공감 앵커 최고 뉴스 무지 좌파 공정 발광 용기 정직 방송 심판 멸공	1	2
국회의원 부정 개입	0	-1
정직 승리	0	-1
비리 민간 개발 업자 천대 처음 검찰 돈줄 계좌 추적 비리 몸통 깃털 비리 성남 도시 개발 공사 압수 수색 시장 조사 검찰 강압 수사 자살자 속출 언론 총력 합세 시장 비리 몸통 여론 몰이 결과 얼마 여론 조사 대장동 비리 몸통 결과 검찰 비난 곽상도 의원 구속 나머지 클럽 몸통 수사 의미 검찰 수사 기소 남용 어이 정상	0	-1
이준석 대표 수고 대표 어려움 아이디어 열기 정책 윈희룡 토크 정책 애기 멘트 정치인 자세 정치가	0	-1
실망	0	-1
특검 처음 찟죄명 바보	0	-1
불멸의 이순신 공통점 위기 리더 인물	0	-1
박정희 전과 소고기 초밥 복어 공무원 속옷 정리 머슴 비교 비교 보릿고개 산업 발전 기여	1	1
상대방 믿음 진전	1	1
거짓말 전과 비리	0	-1
심부름 사용 범인	0	-1
본인 자료 내용 진실 행동	1	1
앵커 감사 앵커 시선	1	1
반말 이름 혐오 표현	0	-1
우상호 의원 바보	0	-1
조선 시대 사극 사악 천벌 내로남불 악마	0	-1
기사 네티즌 법카 소고기 죄명 도둑 댓글	0	-1
행사 부정	0	-1
사랑 애국자 화이팅 멸공	1	1
거짓말	0	-1
무능 무지 무속 혈세 본부장 기득권 서민 신경 국정 무속인 조언 세계 망신 국가	0	-1
완성	1	1
전과 찢재 옹호 박스 지지자 대장동 설계 성남시장 경기도 시사 역임 측근 무능 바보 멍청이 행정가 배임 범죄 통감 우크라이나 조롱 코리아 싸이코 별명 세계 기축 통화 기적 경제 관념 법카 소고기 초밥 샌드위치 역대 최악 마지막	0	-4
최고 하이팅	1	1
검찰 공화국 시대 찬양	1	1
사기꾼들 지원금 제도 개선	1	1
상식 이득 세상	1	1
윤정 학급 반장 부정 관리 비밀 투표함 자기 투표용지 확인 설치 따위 민주주의 공산당	0	-1
부정	0	-1
공갈 구라 사기 대통 저질	0	-1
보복 예측 비판	0	-1
전과 쌍욕 세금 도둑 아랫사람 노예 학대 거짓말	0	-3
희망	1	1
저주 의식	0	-1
도둑 대들보	0	-1
거짓말 거짓말 일제시대 이완용	0	-2
크로캅크로캅 대구 아수라 대장 몸통 발작 리재명	0	-1
샤끼들 부정	0	-1
정당 대표 앵커 품격 품격 행동 곳곳 대표 동생 나이 편견 무지 권위주의 사고 앵커 시대 사고	1	1
원전 최고	1	1
박정희 묘소 개자식 수고	0	-1
거짓말	0	-1
기호 조언 건의 박정희 정신 계승 능력 믿음	1	2
건강 진정 사랑 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅 화이팅	1	1
답변 여론 반응 얼마 프로 진실 신뢰감 거리	1	1
존경	1	1
감사	1	1
감정 자유 감정 김일성 김정일 박헌영 김달 사노 통진당 분열 마약 서울 선택 이광주 전남 역사 처음 돌파 감정 해소 시그널	0	-1
부정	0	-1
우크라이나 냄비 근성 짜증	0	-1
사회 존경 모범 어른 모습 보수 집단	1	1
죄명 감옥	0	-1
정상	1	1
능력 자리 원균	1	1
지지자 이해 무식 비방 소리 외교	0	-1
승리	0	-1
정치력 부족 과욕 걸림돌 심판	0	-1
비리 백화점 본부장 본인 장모 수사 심판 처벌 비리 덩어리 감옥	0	-1
대장동 민간 개발 확정 직후 한나라당 사업자 수익 보장 법안 발의 한나라당 신영수 의원 기업도시 개발 특별법 개정 법률안 부동산 투자 회사 개정 법률안 공익사업 토지 취득 보상 법률 개정 법률안 동시 대표 발의	1	1
대법 라인 물갈이 기만 사형 거짓	0	-1
전과 형수 쌍욕 포기 챙피	0	-1
미국 진흙탕 싸움 진행 한국 진행	0	-1
도적놈 이익	1	1
코로나 걱정	0	-1
거짓 대표 정치인 괴멸 거짓말	0	-3
방송 감사 대세 당일 공정 실현	1	1
감옥	0	-1
지능 사기 화적 두목 시장 도지사 자유 별천지 통탄 악종 범법자 찬양 기만 무리 적색 적폐 척결 당일	1	1
바보 전괴	0	-1
열망 신뢰	1	1
엉터리 방역 대책	0	-1
부정 철저 감시 부탁 감사 사랑 감사	1	2
추씨 법무부 장관 억지	0	-1
찐따 고생 친일 등신	0	-1
의석 자기 이익 폭거휘두러 의석 마이 안중 자화자찬 짐승	1	1
김수미 누님 구리 한마디 거짓말 자동 리시파	0	-1
역대 뒤룩 뒤룩 살찐 부부 분노 임기 걸핏 돈처 해외 여행	0	-1
성공	1	1
가짜 조사	0	-1
강경 남손 양반 불법 요양원 수급 주가 조작 일식 비용 대서특필 조중동	0	-1
여러분 정신 대장동 특검 대답 범인 이준석 괴변 조사	0	-1
영길 도둑놈 도둑 경찰 신고	0	-1
공정 평등 직권 남용 도둑 일관 악질 초전 발사 초전 박살	0	-2
충격 광주	0	-1
최고	1	1
상식 승리	0	-1
죄명 시장 불법 자금 방송 들통	0	-1
감사	1	1
판단 발전	1	1
옆집 이웃 사랑 능력	1	2
유시민 부정 천기 누설	0	-1
대구 고향 창피 추씨	0	-1
트럼프 패배 영국 베팅 업체 한국 결과 예측 충격 잡놈 난리	0	-3
천하 비러먹 거짓말 소리 벌쭈대낮에코베가는 뺄갱이따블당	0	-1
눈물 이승만 박정희	0	-1
안보 거짓말 준비 오셨잔아요	0	-1
최고	1	1
이득	1	1
개판 장관 품위	1	1
필수	1	1
진보 근로자 권리 향상	1	1
추잡녀 지지율	0	-1
죄명 거짓말	0	-1
공화당 후예 범죄 조직	0	-1
합리 의심 난리	0	-1
거짓말	0	-1
머리 대로 허수아비 양자 덩렁거리고 가난 자유	0	-1
비극	0	-1
양아치 천박	0	-1
마약 집단 김밥	0	-1
법무부 장관 창피 장관 잘못 불당 정신 동안 정신	0	-1
신동욱 앵커 정보 멘트 최고	1	1
재수 무식 채널 호감	1	1
거짓말	0	-1
조건 역선택 욕심 사고 하늘 단합	0	-1
부족 운동 출신 윗자리 모양 정신	0	-1
고집 고정 관념 자손 후손 결혼 노인	0	-1
꼬라지 걱정	0	-1
소외 노심초사 마음	0	-1
거짓말 거짓말 진실 배합 효과	0	-1
특권 휭포 사회주의	1	1
코로나 방역 확진자 격리 자극 대화 우편 사전 극대 부정 활용	0	-1
신천지 교인 분통	0	-1
가나 처벌 재산 유세 차량 불법 개조	0	-1
사상 초유 보수 국가 유공자 기부 천사 천재 허경영	1	1
죄명 전과자 거짓말 인성 악랄 도둑 문제아	0	-2
진리 무었 인성	1	1
납치 정신 병원	0	-1
거짓 달인 흑색 곰탕 아웃	0	-1
조사 직권 남용 구속	0	-1
충정 욕심 양보 결렬 판단 욕심 욕심 꾸러기	0	-3
머리 중요 첫날 불법 개조 소리 이해 우유 배신감 원인	0	-1
자식 도박 업소 표현 김혜경 법카 도둑 옆집 기생충	0	-1
정부 의석 산불 재난 헬기 군인 동원 대응 위기 주둥이 거짓 절대 사기	0	-3
압도 부정	0	-1
안정	1	1
악마 죄명	0	-1
거짓말	0	-1
억지 논리	0	-1
중요 갈림길 위기 담벼락 소리 심정 만약 홍준표 후보자	0	-1
가짜 뉴스 내용 상관 댓글 알바	0	-1
밀짚 인형 저주 재명이 선대위 상임 위원장 수준	0	-1
거짓말	0	-1
거짓말 유능	0	-1
보르 거짓	0	-1
도전 도움	1	1
허경영 국가 세계 인류 희망 애민 정신	1	1
감옥 행동	0	-1
한마디 미디 진실	1	1
검찰 수사 자유 비밀 보장 검찰 공화국 독립 만세 검찰 공화국 독립투사 한동훈 검사장 존경	1	1
이준석 철회 핑계 거리 시각 제안 순수 이용 이태규 위원장 말문 전달 이태규 거짓말	0	-1
반대 인정	1	1
만족 세상	1	1
연필 편향 의심 이순신 원균	0	-1
운영 복수 보복 호언장담 능력	1	1
뇌물 불법 비리 정치인 검찰 법원 사법부 도둑	0	-2
거짓 중요	0	-1
거짓 조작 점철 중공 만주 역사 염원	0	-1
기독 천주 하나님 성도 가짜 배교다 신앙 양심	0	-1
밀실 야합 검증 매국노 사기 행각 무뇌충 창피 생명 사기꾼 운석	0	-2
반대 이유 여가부 폐지 친미 대화 걱정 극단 여가부 폐지 문제 수정 보완 여가부 유지 보완 남성 우월주의 여성 대부분 여성 약자 위안부 문제 여가부 적극 가산점 여성 피해 여성 국가 참여 기화 대부분 문제 과거 보수 남성 우월주의 문제	0	-1
부정 조선 일보	0	-1
이적 국방 소득 주도 매표 통일 경제	1	1
딴따라 쑈질 토롯토왕 걱정	0	-1
걱정	0	-1
백로 까마귀속 양심 고백	1	1
연구 대상 소시오패스	1	1
악마 편집	0	-1
엘리트 검사 년놈 제외 부패 쓰레기 기생충 법인 카드 횡령 한우 초밥 사쳐드신 정리 전진	1	1
좌빨 바보	0	-2
지도자 안정 유능 응원	1	1
와이프 도이치 모터스 주가 조작 장모 잔고 증명 사문서 위조 직권 남용	0	-2
거짓말 명경	0	-1
개복치 이준석 의도 의심 이준석 본인 인생 올인 응원 보수	0	-1
근거 허위 사실 유포 신고 대상 선포 무뇌	1	1
신고자 하나님 능력	1	1
운전 면허 시험장 중국 지원 센터 오늘 처음 공산당 이네 발전 낙후 환경 이용 광역시	1	1
결정 허경영 찍자 허경영 평생 결혼 자금 출산 자금 공정 평등 직권 남용 악질 악인 도둑 초전 박살 예산 낭비 도둑 애국 애족 도둑 초전 박살 자유 무궁화 자유 대한 민국 만세 허경영 애국 애족	0	-5
고려대학교 민주 동우회 촛불 가치 사태 기득 동맹 공격 주장 시민 동참 호소 기득권 동맹 분쇄 검찰 개혁 서초동 집회 적극 참여 촛불 성숙 촛불 시민	1	2
거짓 보도 문제 정부 확진자	0	-1
원조 거짓말 거짓말 말끝 거짓말 전략	0	-3
축하	1	1
표심 분석 평가 대처 도움 칭찬 비난 도움	1	2
하늘 감사 화이팅 만세	1	1
신동욱 앵커 존경 잔짜	1	1
도움	1	1
대장동 특검 바보 대답 범인 본인 증명	0	-2
예의	1	1
정신 망신	0	-1
고집	0	-1
미안 무리 고생 욕심 아래	0	-1
거짓 전라도 여자 좌파	0	-1
기생충 특권 반칙 달인 인성 엉망	1	1
혜택	1	1
바보	0	-1
최고 지도자 화이팅 필승 화이팅	1	1
정력 썩렬 낙방 쥴리 정력 사주 남자 부자 사주 동서	1	1
코로나 염려 감격	1	1
재앙 정은이	0	-1
선관위 개자식 부정 선관위 전원 무기 징역형 공약 바램	0	-2
패배 주역 송영길 경선 사사오입 검증 대표 사퇴	0	-1
자유 민주주의 수립 수차 훼방	0	-1
사비 운동 포기 날강도 경선	0	-1
짜장 찬양	1	1
지방 강원 충청 전라 경상 제주 서울 경기 유세 주력 전략	0	-1
상황 새누리당 과반 성남시의회 부결	0	-1
감옥 사악 사기 범죄자 쬐맹이 어덯게	0	-2
염원 볼모 이익	1	1
잡것 우크라이나 엘리트 집안 국가 희극 잡것 코미디언 출신 보유국	1	1
기대	1	1
부정	0	-1
이태규 보궐 합당 분노	0	-1
대장동 백현동 성남 상습 불법 도박 아들 김혜경 법인 카드사 유용 호르몬 대리 처방 갑질 공직자 황제 관용차 유용 의혹 증거 증인 법치 파괴	0	-2
정신 부끄러움 각성 기본 책임감 꼼수 인지	0	-1
인터넷 젊은이 비판 신격 걱정	0	-2
추진 성남 대장동 개발 사업 이대엽 시장 민간 개발 추진 뇌물 수수 혐의 구속 성남시장 공공 개발 추진 소속 이명박 남경필 경기 도지사 성남시의회 의장 최윤 의장 총출동 민간 개발 압박 방법 동원 시장 추진 공공 개발 시장 사업 시행 공공 개발 민간 개발 사업 타협안 결정	0	-1
사회 존경 모범 어른 모습 보수 집단	1	1
죄수	0	-1
부정 야당	0	-1
진실	1	1
진심 개탄 리재명 파시즘 선전 선동 전문가 괴벨스 종북 친중 파시즘 나치	1	1
실수 일관 변명 건수 총선 전국 검표 실수 전국 검표 뭉게 재검	0	-2
대한 민국 중국 파괴 중국 속국	0	-1
거짓말 천벌 죄명	0	-1
전기 요금 백지 되겠끔 부정 되겠끔 과정 조건 부정 대요	0	-2
친절 큰일 영원 인자 의지	1	1
최고 송영길 윤호중 백혜련 추미애 박범계 기타 민주 쓰레기 데모 쓰레기	1	1
피로	0	-1
보복 대상	1	1
비판	0	-1
신동욱 앵커 야누스 얼굴 손석희 차별 앵커 클라스 응원	1	1
비리 거짓말 횡령 뉴스 결백 운운	0	-1
고름	0	-1
거짓말 전과 구속 수사 세기 최악 부정 불법 조작 비리 의혹 국회 의원 세계 기록	0	-4
거짓말	0	-1
미친개 추미애	0	-1
불법 비밀 사무소	0	-1
거짓말 죄명	0	-1
정확 서기 가지 천재 보배	1	1
방정	0	-1
또라이 삼청교육대 깜이네요 재인 머허냐 너도적패냐 죄수 번호 번호 마음 천지 경호원 거짓말 재명이 화이팅 주가조작 사기꾼 건희 삼청교육대	0	-3
도찐개찐이여도 차이 구별 능력	1	1
만주 대륙 전라 경상	0	-1
보딘 부정	0	-1
도리 심판	1	1
눈물	0	-1
노무현 아저씨 눈물 고민 재명이 아저씨	0	-1
추미애 아들 수사 저급	0	-1
뉴스 최고	1	1
거짓말 변명 철면피 술책 짜증	0	-2
영장 양승태 대법원장 무리 수사 대장동 얍삽 편집 게이트 조작 편집 거짓 조작 일가견	0	-1
걱정	0	-1
하준팝 발전 지식 공정 판단	1	1
오늘 뉴스 감사	1	1
부정 승리 게임 투표용지 가로세로 투표함 개표 화이팅	0	-2
부정	0	-1
중국 러시아 세계 악마 지도자	0	-1
내세상은머찌한초 사정 머저리	0	-1
조선 사전 부정	0	-1
앵커 존경	1	1
뉴스 더블 왕따 학교 왕따 모습	0	-2
죄명 거짓말 청년 희망 결혼 아이 안전 세상 화이팅	1	1
도둑	0	-1
무식 불안	0	-1
좌파 서울시장 공정 부정	0	-1
거짓말 국외 창피	0	-2
화이팅 압도 승리 응원 화이팅 머쪄요 대통령가즈아	0	-1
바보	0	-1
심판 동문서답 대장 사건 질문 딴소리 일관 소인배 야당 처음 거짓 역사 죄인 기록	0	-1
부정 텃밭	0	-1
맹아 거짓말 원조	0	-1
질병 청장 전라도 여자 쭞아	0	-1
목소리 간교 이단 주식 연설 소름	0	-1
사전 부정 관리인	0	-1
중요 갈림길 위기 담벼락 소리 심정 만약 홍준표 후보자	0	-1
수고 승리	0	-1
혼자 욕심	0	-1
단채 지지자 감사	1	1
예전 조선 일본 준비 백성 유서룡 조상 징비록 전쟁 최고 전쟁 준비 전쟁 마음	1	1
공약 막판 에고 거짓말	0	-1
괴물 죄명	0	-1
훗날 보배	1	1
범인	0	-1
합리 논리 설득 비판 의식 진심 민주 조건 옹호 자기편 비판 의식	0	-2
장사군 장사 골수 욕심 상판 보세 애국심	0	-1
모두 거짓말	0	-1
부정 한국 운명	0	-1
세계 망신 지옥 아수라	0	-2
특권 반칙 세상	1	1
사전 승리 상황	0	-1
조작 불법	0	-1
범죄 장난	0	-1
돼지 노예	0	-1
거짓말	0	-1
광주 가난 명품	0	-1
전과 비리 거짓 위선 가족 친구 공유 전과자 세뇌 가족 공유 파일 적극 공유	1	1
거짓말	0	-1
회사 언급 인정	1	1
거짓 들통	0	-1
검사 비리 가난 권력 남용	0	-2
주가 조작 눈물 개미	0	-1
열망 걱정 현명	0	-1
앵커 시선 애국자 신동욱 앵커 사랑	1	1
계산 포인트 부정 계산 우리나라 수준 여자	0	-1
신뢰	1	1
하나님 아버지 긍휼 공의 정의 진실 예수 이름 기도	1	1
상식 이득 세상	1	1
광주 방치 광주 시민 사회주의 광주 시민 발전 5일장 단니 광주 북한 수준	1	1
재명이 남자 세상 정신 머리 사기 거짓말 바람둥이 도덕 집안 살인 등등 골치 양보 했라	0	-2
도리 도리 상대방 무시 상각 옛날 수준	1	2
진짜 가짜	0	-1
질투	0	-1
죄인 정부 백신 철학 이득 죄명 잘못	1	1
사기 선동 잘못 프레임	0	-1
한국 단군 이래 부유 지표 증명 정부 우리나라 악담 저주	0	-1
공약 대장동 비리 김혜경 불법 가지 연출	0	-1
슬픔	0	-1
박빙 여론 조사 조작 부정 사전 작업 여당	0	-1
장관 국회 의원 명예직 부탁 감사 사랑	1	2
복기왕 선대위 대변인 대장동 사건 의논 자리 대장동 사건 얘기 사회자 지혜	1	1
멍청이 바이든	0	-1
대법 이익 집단	1	1
김혜경 의혹 거짓말 몰레	0	-1
행동 인기 하늘	1	1
호남 사랑 진정	1	1
기대 배신자 배신자 교수 그릇 인물	1	1
망신	0	-1
감사	1	1
거짓말 이제 주사파	0	-1
부자 기득 철학 양심 선택	1	1
승리 응원 홧이팅	0	-1
충격	0	-1
바보	0	-1
긍정 모습	1	1
바보 희롱	0	-1
전쟁 안전	1	1
중요 갈림길 위기 담벼락 소리 심정 만약 홍준표 후보자	0	-1
포기	0	-1
합법 면제 불법 기피자 부동시 안경	0	-1
망신 주딩이 나블거리냐	0	-1
세무서장 우진 사건 검사 불법 변호사 주선	0	-1
최고	1	1
중대 재해 책임자 욕심	0	-1
거짓말 죄명 지가 겁박 사기	0	-1
죄명 악마 편집 거짓말 진저리	0	-3
청주 체천 낙엽 환경 퇴비 성공	1	1
세금 낭비	0	-1
박정희 시대 북한 동남아 차이 김대중 집권 강국 문화 발전 경제 일본 발전	1	2
엄마 신동욱 앵커 월요일 금요일 감사	1	1
상승세	1	1
소외 노심초사 마음	0	-1
인정	1	1
의원 신뢰	1	1
운명 결정 국방 완성 평화 유지 세계 현실 직시 국방 자유 평화 공존	1	1
친미 필수 친중	1	1
살길 욕심	0	-1
걱정	0	-1
적폐 사법 처리 대상	1	1
야당 비판 욕심 아집 무대	0	-2
노숙자 김종인	0	-1
공격 비난 스발	0	-1
김한길 김민전 영입 사실 사퇴 모욕 결렬 선언	0	-1
외교 무지 실수 무지 자질 부족 우크루니아	0	-1
노정 잘못 인정 사과 조직 책임자	1	1
국정 농단 적폐 매국노 김어준 범죄 조직 판사 구속	0	-1
생동감 거짓말	0	-1
주가 조작 경제 범죄 죄값	0	-1
주인 태생 민족 매국노 독재 찬양 신문 아부 기생 줏대	1	1
범인	0	-1
거짓말	0	-1
거짓말	0	-1
앵커 최고 앵커	1	1
조선족 아버지 노통 업적 재외 동포 방문 취업 외국인 지문 폐지 집권 당장	1	1
소외 노심초사 마음	0	-1
안식처 동안 이용 소유자 임차인 중개사 모두 고통	0	-1
부자 부자	1	2
방송 감사 부강 공정 상식 사회 행복 화이팅	1	2
포기	0	-1
전과 박스 대장동 몸통 발자국 공약 관심 거짓말 거짓말 가면 엑스맨	0	-2
창조 심판 진리 예수 그리스도 친구 형제	1	2
중요 충성 은퇴 통합 노망 판단력	1	1
거짓말	0	-1
진짜 원망	1	1
얼굴 악마 심판	0	-1
장성택 처형 충격 탈북	0	-1
적극	1	1
거짓말	0	-1
악마 편집 난독증 연설 편집 대장동 편집	0	-1
부인 횡령 세금 도둑	0	-1
부정	0	-1
법사 무당 신천지 불법 의혹	0	-1
승리 파이팅	0	-1
긴급 시대 문건 바보	0	-1
조선 신동욱 앵커 수고 응원 뚝심 소식 존경 감사	1	2
최고	1	1
미애 악마	0	-1
마음 본인 욕심	0	-1
거짓말	0	-1
